X1,CaseID,Response_Legal,OpenEnd_Legal,Coded_Legal,Response_Medical,OpenEnd_Medical,Coded_Medical_A,Coded_Medical_B,weight1,weight2,weight3,tm_start,tm_finish,duration,XSPANISH,XPRIMELAN,XLANG,Order_Q9_Q10_First,Order_Q9_Q10_Second,DOV_Q14_More,DOV_Q14_Fewer,DOV_Q14_About,DOV_Q14_Havent,DOV_Q57a,Order_Q20_Q22_First,Order_Q20_Q22_Second,Order_Q20_Q22_Third,DOV_Q20_E,DOV_Q20_F,Order_Q20_a,Order_Q20_b,Order_Q20_c,Order_Q20_d,Order_Q20_e,Order_Q20_f,DOV_Q21_E,DOV_Q21_F,Order_Q21_a,Order_Q21_b,Order_Q21_c,Order_Q21_d,Order_Q21_e,Order_Q21_f,DOV_Q22_E,DOV_Q22_F,Order_Q22_a,Order_Q22_b,Order_Q22_c,Order_Q22_d,Order_Q22_e,Order_Q22_f,Order_Q29_Q30_First,Order_Q29_Q30_Second,Order_Q36A_Q36B_First,Order_Q36A_Q36B_Second,Order_Q38A_Q38B_First,Order_Q38A_Q38B_Second,Order_Q41A_Q41B_First,Order_Q41A_Q41B_Second,Order_Q49_Q57_A,Order_Q49_Q57_E,Order_Q49_Q57_G,Order_Q49_Q57_H,Order_Q49_Q57_I,Q2,Q4A,Q5,Q9a,Q9b,Q9c,Q9e,Q9f,Q9g,Q9h,Q9i,Q10a,Q10b,Q10c,Q10e,Q10f,Q10g,Q10h,Q10i,Q11,Q12,Q14,Q15,Q17,Q18,Q20,Q21,Q22,Q27,Q29,Q30,Q32B,Q33B,Q34,Q35,Q36A,Q36B,Q37,Q38A,Q38B,Q39,Q41A,Q41B,Q42,Q43,Q44,Q44A,Q44A1,Q45,Q46,Q47,Q48B,Q48b1,Q49_A,Q50_A,Q51_A,Q52_A,Q53_A,Q54_A,Q55_A,Q56_A,Q49_E,Q50_E,Q51_E,Q52_E,Q55_E,Q56_E,Q57a_E,Q57b_E,Q49_G,Q50_G,Q51_G,Q52_G,Q55_G,Q56_G,Q57a_G,Q57b_G,Q49_H,Q50_H,Q51_H,Q52_H,Q55_H,Q56_H,Q57a_H,Q57b_H,Q49_I,Q51_I,Q50_I,Q52_I,Q55_I,Q56_I,Q57a_I,Q57b_I,Q58A,Q58C,Q59A_1,Q59A_2,Q59A_3,Q59A_4,Q59A_5,Q59A_6,Q59A_7,Q59A_8,Q59A_9,PPAGE,ppagecat,ppagect4,PPEDUC,PPEDUCAT,PPETHM,PPGENDER,PPHHHEAD,PPHHSIZE,PPHOUSE,PPINCIMP,PPMARIT,PPMSACAT,PPREG4,ppreg9,PPRENT,PPSTATEN,PPT01,PPT25,PPT612,PPT1317,PPT18OV,PPWORK,PPNET,PPRACEM,pppa0197,pppa0012
2571,2686,4,"I'm innocent, and I am not going to put myself in a position where an ammature can mix up my sample and I can potentially get in trouble for a crime that I didn't commit. This might be rare, but I don't want the possibility to exsist. And until I commit a  crime, that is my right.",interest,3,"I haven't heard enough to know if it is reputable, if the people working with the samples are good/ won't cross-contaminate, full effects of the uses, etc",need more information,NA,0.13,1.69,0.11,3/29/11 15:51,3/29/11 16:12,21,1,5,8,1,2,NA,NA,NA,NA,0,2,3,1,1,0,1,4,3,2,5,NA,0,1,2,3,5,4,NA,1,0,1,5,1,4,3,NA,2,1,2,2,1,2,1,1,2,1,2,3,4,5,4,3,2,1,1,1,2,2,2,2,2,3,3,3,3,3,3,3,3,3,2,NA,NA,NA,NA,3,3,2,2,1,1,2,2,2,2,2,2,2,1,1,3,2,2,4,2,2,3,"I haven't heard enough to know if it is reputable, if the people working with the samples are good/ won't cross-contaminate, full effects of the uses, etc",2,2,2,4,"I'm innocent, and I am not going to put myself in a position where an ammature can mix up my sample and I can potentially get in trouble for a crime that I didn't commit. This might be rare, but I don't want the possibility to exsist. And until I commit a crime, that is my right.",1,2,2,3,1,2,2,1,1,2,2,2,2,1,NA,3,1,2,2,3,3,3,NA,3,2,2,2,2,3,3,NA,3,1,2,NA,2,3,3,NA,3,2,2,0,1,1,1,1,0,0,0,0,20,1,1,10,3,5,2,0,2,1,6,5,1,4,9,2,93,0,0,0,0,2,1,1,6,1,2
2572,2687,3,privacy issues.,privacy,3,Privacy issues.,privacy,NA,0.27,0.57,0.23,3/29/11 15:55,3/29/11 16:38,42,1,5,8,1,2,2,1,3,4,1,1,2,3,0,1,2,3,5,4,NA,1,0,1,5,1,4,3,NA,2,1,0,5,4,2,1,3,NA,1,2,2,1,2,1,1,2,5,1,2,3,4,4,2,2,1,1,1,2,2,2,2,3,1,2,1,2,3,3,3,3,2,1,1,2,3,3,2,3,3,2,2,1,2,2,2,3,2,2,3,2,1,3,1,1,4,2,3,3,Privacy issues.,1,1,1,3,privacy issues.,1,2,3,4,2,1,2,2,2,3,2,3,2,2,3,NA,2,2,2,3,2,2,3,NA,2,3,3,3,2,2,3,NA,1,3,NA,2,2,2,3,NA,2,2,0,1,0,0,0,0,0,0,0,42,3,2,12,4,2,1,1,2,2,16,6,1,3,7,1,74,0,0,0,0,2,1,1,2,1,2
2573,2688,3,Personal.,indeterminate unwilling,3,Personal belief.,value,NA,0.32,0.67,0.28,3/29/11 15:56,3/29/11 16:29,33,1,5,8,2,1,NA,NA,NA,NA,0,1,2,3,0,1,5,1,4,3,NA,2,1,0,5,4,2,1,3,NA,0,1,4,1,3,5,NA,2,1,2,2,1,2,1,1,2,5,1,2,3,4,5,3,2,2,2,1,2,2,3,3,2,1,2,2,2,2,3,2,3,4,2,NA,NA,NA,NA,2,4,2,1,4,1,3,2,3,3,3,4,3,3,2,3,2,2,4,3,3,3,Personal belief.,3,3,3,3,Personal.,1,2,2,2,2,2,-1,1,2,3,3,3,2,2,NA,4,2,3,2,3,2,2,NA,3,2,3,3,3,2,2,NA,3,2,3,NA,2,2,2,NA,3,2,1,0,1,1,0,1,1,0,0,0,41,3,2,13,4,2,2,0,5,1,10,6,1,3,6,1,63,0,0,1,2,2,1,0,2,1,5
2574,2689,2,NA,"NA",2,NA,"NA",NA,7.71,3,6.7,3/29/11 16:03,3/29/11 16:27,23,1,5,8,1,2,NA,NA,NA,NA,1,2,3,1,1,0,5,4,2,1,3,NA,0,1,4,1,3,5,NA,2,0,1,5,4,2,3,NA,1,2,1,1,2,1,2,2,1,5,1,2,3,4,4,3,2,1,1,1,1,2,1,2,2,1,2,1,2,2,2,2,2,3,2,NA,NA,NA,NA,4,3,3,1,4,3,2,2,2,2,2,2,3,2,1,3,1,2,3,2,2,2,NA,3,2,2,2,NA,2,2,2,2,2,2,3,3,2,3,2,2,3,3,3,NA,2,2,2,2,3,3,3,NA,2,2,2,2,3,3,3,NA,2,1,NA,2,3,3,3,NA,2,2,0,1,1,1,0,0,0,1,0,81,7,4,3,1,1,1,1,2,1,10,1,1,4,8,1,86,0,0,0,0,2,5,1,1,1,3
2575,2690,3,improper uses by government,mistrust,2,give swab,XX,NA,0.87,0.34,0.75,3/29/11 16:04,3/29/11 16:27,22,1,5,8,2,1,NA,NA,NA,NA,1,3,1,2,0,1,4,1,3,5,NA,2,0,1,5,4,2,3,NA,1,1,0,3,5,1,2,4,NA,1,2,2,1,2,1,1,2,4,5,1,2,3,4,3,2,1,1,2,2,2,2,3,2,1,1,2,3,2,2,3,3,2,2,NA,NA,NA,NA,2,3,2,1,4,4,3,3,3,3,2,2,3,1,1,4,1,1,4,2,1,2,give swab,1,1,3,3,improper uses by government,1,1,2,1,1,2,3,3,1,2,3,2,3,3,3,NA,1,2,3,2,3,3,3,NA,1,2,3,1,3,1,3,NA,1,2,NA,1,3,1,3,NA,2,1,0,1,1,1,0,0,0,0,0,48,4,3,9,2,1,1,1,5,1,9,1,1,2,3,2,34,0,0,0,0,5,7,0,1,1,7
2576,2691,4,ditto,need more information,4,supply a DNA sample without knowing reason for collection,need more information,NA,0.02,0.29,0.02,3/29/11 16:08,3/29/11 16:32,23,1,5,8,2,1,NA,NA,NA,NA,1,1,2,3,0,1,5,4,2,3,NA,1,1,0,3,5,1,2,4,NA,0,1,1,2,4,5,NA,3,2,1,1,2,1,2,2,1,4,5,1,2,3,3,3,2,2,1,1,2,2,2,2,3,2,1,2,2,2,2,2,3,3,2,NA,NA,NA,NA,2,2,2,1,4,4,2,2,2,3,3,2,3,2,3,3,2,1,3,3,2,4,supply a DNA sample without knowing reason for collection,3,2,2,4,ditto,1,3,3,4,2,2,3,3,2,3,3,4,4,4,3,NA,2,3,3,4,1,1,3,NA,2,3,3,4,3,3,3,NA,2,3,NA,3,1,1,3,NA,1,1,0,0,1,0,0,0,0,0,0,59,5,3,13,4,5,1,1,3,1,18,1,1,4,8,1,84,0,0,0,1,2,1,1,6,1,6
2577,2692,1,i have nothing to hide,trust,1,break throughs in technology and science depend on unbiased contributed materials to test theories on large populations,sampling,NA,4.08,1.59,3.54,3/29/11 16:09,3/29/11 16:24,15,1,5,8,2,1,NA,NA,NA,NA,0,2,3,1,1,0,3,5,1,2,4,NA,0,1,1,2,4,5,NA,3,0,1,3,5,1,2,NA,4,1,2,2,1,2,1,1,2,3,4,5,1,2,3,1,2,1,1,1,2,3,3,3,3,1,1,1,3,3,3,3,3,1,2,NA,NA,NA,NA,3,1,3,1,1,1,1,1,3,3,1,1,2,1,2,4,1,1,2,1,1,1,break throughs in technology and science depend on unbiased contributed materials to test theories on large populations,1,1,1,1,i have nothing to hide,1,1,4,4,1,1,2,2,1,1,1,2,2,2,NA,3,1,1,2,3,3,2,NA,3,1,1,1,2,2,2,NA,3,1,2,NA,1,3,2,NA,3,2,2,0,1,1,0,0,0,0,0,0,28,2,1,12,4,1,1,1,2,1,17,1,1,3,5,1,56,0,0,0,0,2,1,1,1,1,1
2578,2693,4,don't know enough about this subject,need more information,4,Don't know enough about this subject,need more information,NA,0.31,0.65,0.27,3/29/11 16:16,3/29/11 16:32,15,1,5,8,2,1,NA,NA,NA,NA,0,3,1,2,0,1,1,2,4,5,NA,3,0,1,3,5,1,2,NA,4,1,0,1,3,4,5,2,NA,2,1,1,2,1,2,2,1,2,3,4,5,1,4,3,2,-1,-1,-1,-1,-1,-1,-1,-1,1,2,1,2,2,3,2,3,3,2,NA,NA,NA,NA,3,3,3,3,4,4,2,3,2,3,3,2,3,3,2,3,2,2,4,2,3,4,Don't know enough about this subject,4,2,3,4,don't know enough about this subject,2,2,2,2,2,3,4,4,-1,-1,-1,-1,-1,-1,NA,-1,-1,-1,-1,-1,-1,-1,NA,-1,-1,-1,-1,-1,-1,-1,NA,-1,2,3,NA,3,4,4,NA,3,-1,-1,0,0,0,0,0,0,0,0,1,62,5,4,9,2,2,2,1,1,3,1,3,1,1,2,2,23,0,0,0,0,1,6,1,2,1,2
2579,2694,1,Because it proves a persons innocence.,exoneration/innocence,3,Don't know.,XX,NA,0.1,0.2,0.08,3/29/11 16:18,3/29/11 16:30,12,1,5,8,2,1,NA,NA,NA,NA,0,1,2,3,0,1,3,5,1,2,NA,4,1,0,1,3,4,5,2,NA,0,1,1,2,3,5,NA,4,1,2,2,1,2,1,1,2,1,2,3,4,5,4,3,2,1,1,1,1,3,3,3,3,1,1,1,1,3,3,3,3,3,2,NA,NA,NA,NA,3,2,1,1,4,3,2,3,2,2,2,3,2,1,1,2,3,3,4,4,4,3,Don't know.,3,1,1,1,Because it proves a persons innocence.,3,3,3,3,2,3,2,2,2,3,3,3,2,2,NA,3,2,3,3,3,2,2,NA,3,2,2,2,2,3,3,NA,3,2,3,NA,3,4,3,NA,3,2,2,0,1,1,0,0,0,0,1,0,32,2,2,10,3,2,2,1,3,3,12,6,1,2,3,2,35,0,0,0,1,2,1,1,2,1,4
2580,2695,2,NA,"NA",3,NA,"NA",NA,1.36,2.52,1.18,3/29/11 16:19,3/29/11 16:37,18,1,5,8,1,2,NA,NA,NA,NA,1,2,3,1,1,0,1,3,4,5,2,NA,0,1,1,2,3,5,NA,4,0,1,1,2,3,5,NA,4,2,1,1,2,1,2,2,1,1,2,3,4,5,3,2,2,1,1,1,2,2,1,2,3,1,1,1,2,2,3,3,3,2,2,NA,NA,NA,NA,3,3,2,1,1,1,1,3,1,3,2,2,2,2,2,2,1,1,4,2,2,3,NA,2,2,2,2,NA,1,2,2,3,1,3,2,2,1,1,2,3,3,3,3,NA,1,1,2,3,3,3,3,NA,1,1,2,4,3,3,3,NA,1,1,NA,1,3,3,3,NA,1,1,0,1,1,0,0,0,0,1,0,19,1,1,9,2,3,2,0,5,1,13,5,1,1,2,1,23,0,0,2,0,3,7,1,4,2,4
2581,2696,3,"Lab mix-ups, mistakes.",mistrust,4,I VALUE MY PRIVACY.,privacy,NA,0.12,0.25,0.1,3/29/11 16:21,3/29/11 16:59,37,1,5,8,1,2,NA,NA,NA,NA,0,3,1,2,0,1,1,2,3,5,NA,4,0,1,1,2,3,5,NA,4,1,0,2,5,1,4,3,NA,1,2,2,1,2,1,1,2,5,1,2,3,4,4,3,2,1,1,1,2,2,3,2,3,1,1,1,1,3,3,3,3,3,2,NA,NA,NA,NA,3,3,3,1,2,1,2,2,3,3,3,4,3,1,2,2,1,1,4,3,2,4,I VALUE MY PRIVACY.,3,3,2,3,"Lab mix-ups, mistakes.",2,1,3,2,3,2,2,2,1,2,3,3,3,2,NA,1,2,2,3,3,3,3,NA,1,3,2,3,3,3,3,NA,2,2,3,NA,2,3,3,NA,1,1,1,0,1,1,0,0,0,0,0,0,51,4,3,12,4,2,2,1,2,3,10,1,1,2,3,2,33,0,0,0,0,2,1,0,2,1,4
2582,2697,3,Privacy concerns,privacy,4,Privacy concerns,privacy,NA,0.02,0.25,0.02,3/29/11 16:22,3/29/11 16:38,15,1,5,8,2,1,NA,NA,NA,NA,0,1,2,3,0,1,1,2,3,5,NA,4,1,0,2,5,1,4,3,NA,0,1,2,4,3,5,NA,1,2,1,1,2,1,2,2,1,5,1,2,3,4,4,3,2,1,1,1,2,2,1,2,3,1,1,1,3,2,1,2,3,2,2,NA,NA,NA,NA,3,3,3,1,1,1,1,1,2,2,1,2,2,2,2,2,1,1,3,3,1,4,Privacy concerns,3,2,1,3,Privacy concerns,1,1,3,4,1,1,2,2,1,1,3,2,2,2,NA,1,1,1,2,2,2,2,NA,1,1,1,2,2,2,2,NA,1,1,3,NA,1,2,2,NA,1,1,1,0,1,1,1,0,0,0,0,0,54,4,3,12,4,5,1,1,1,1,12,3,1,4,9,1,91,0,0,0,0,1,2,1,6,1,2
2583,2698,1,submit dna,indeterminate willing,1,submit dna,XX,NA,0.37,4.87,0.32,3/29/11 16:22,3/29/11 16:39,16,1,5,8,1,2,NA,NA,NA,NA,1,2,3,1,1,0,2,5,1,4,3,NA,0,1,2,4,3,5,NA,1,0,1,2,5,4,1,NA,3,1,2,2,1,2,1,1,2,4,5,1,2,3,4,4,2,2,2,1,2,2,3,2,3,2,3,2,2,3,3,2,3,4,2,NA,NA,NA,NA,3,2,2,1,2,4,2,2,3,3,2,2,2,2,1,3,4,4,4,3,3,1,submit dna,2,1,1,1,submit dna,2,3,3,3,2,2,4,3,2,3,3,3,4,4,3,NA,2,2,2,3,4,4,3,NA,2,3,3,3,4,4,3,NA,1,2,NA,3,4,2,3,NA,2,1,0,0,1,0,0,0,0,0,0,19,1,1,9,2,5,2,1,3,1,11,6,1,4,8,1,84,1,0,0,0,2,4,1,6,1,4
2584,2699,4,I don't know enough about this subject so i wouldn't be willing to participate,need more information,4,NA,"NA",NA,5.11,1.99,4.44,3/29/11 16:25,3/29/11 17:15,50,1,5,8,2,1,NA,NA,NA,NA,1,3,1,2,0,1,2,4,3,5,NA,1,0,1,2,5,4,1,NA,3,1,0,3,1,5,2,4,NA,2,1,1,2,1,2,2,1,4,5,1,2,3,5,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,NA,NA,NA,NA,1,1,1,3,4,4,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,NA,4,4,4,4,I don't know enough about this subject so i wouldn't be willing to participate,3,4,4,4,4,4,4,4,3,4,4,4,4,4,3,NA,3,4,4,4,4,4,3,NA,3,4,4,4,4,4,3,NA,3,4,NA,4,4,4,4,NA,2,2,0,1,1,0,0,0,0,0,0,49,4,3,9,2,1,2,1,4,1,13,1,1,4,9,1,93,0,0,0,0,4,1,0,1,1,4
2585,2700,2,know i know what it is,XX,4,dont know,XX,NA,0.2,0.42,0.17,3/29/11 16:25,3/29/11 17:04,39,1,5,8,2,1,NA,NA,NA,NA,1,1,2,3,0,1,2,5,4,1,NA,3,1,0,3,1,5,2,4,NA,0,1,3,4,2,1,NA,5,1,2,2,1,2,1,1,2,3,4,5,1,2,5,3,2,1,1,1,2,3,3,3,3,1,1,2,1,3,3,2,2,3,2,NA,NA,NA,NA,6,5,5,3,4,4,1,1,1,2,2,2,1,2,1,1,1,2,4,2,2,4,dont know,2,1,1,2,know i know what it is,2,-1,1,2,1,1,3,3,2,2,2,2,3,3,2,NA,2,2,2,2,3,3,1,NA,1,2,1,2,3,3,1,NA,1,2,NA,2,3,3,1,NA,2,2,0,1,1,1,0,0,0,1,0,45,4,3,10,3,2,2,0,1,2,1,5,1,2,3,3,32,0,0,0,0,1,2,0,2,1,4
2586,2701,1,NA,"NA",1,NA,"NA",NA,3.31,1.29,2.88,3/29/11 16:29,3/29/11 16:36,7,1,5,8,1,2,NA,NA,NA,NA,0,2,3,1,1,0,3,1,5,2,4,NA,0,1,3,4,2,1,NA,5,0,1,2,1,4,5,NA,3,2,1,1,2,1,2,2,1,2,3,4,5,1,5,4,1,3,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,4,2,NA,NA,NA,NA,2,3,1,3,4,4,1,1,1,1,1,1,1,1,2,1,1,1,4,1,1,1,NA,4,1,1,1,NA,1,1,3,3,1,1,3,3,2,1,1,1,3,3,NA,3,1,4,4,4,4,4,NA,3,2,3,2,2,4,4,NA,4,1,1,NA,1,3,3,NA,4,2,2,0,0,1,0,0,0,0,0,0,38,3,2,4,1,1,2,1,3,1,1,3,1,4,8,2,86,0,0,0,0,3,6,1,1,1,NA
2587,2702,4,NA,"NA",4,NA,"NA",NA,1,2.13,0.87,3/29/11 16:34,3/29/11 19:10,155,1,5,8,2,1,NA,NA,NA,NA,0,3,1,2,0,1,3,4,2,1,NA,5,0,1,2,1,4,5,NA,3,1,0,5,3,2,1,4,NA,1,2,2,1,2,1,1,2,1,2,3,4,5,5,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,NA,NA,NA,NA,1,1,1,3,4,4,2,2,4,4,2,2,3,2,1,4,4,1,4,3,2,4,NA,1,2,2,4,NA,2,3,3,3,1,-1,4,4,2,3,3,3,4,4,NA,3,2,3,3,3,4,4,NA,3,2,3,3,3,4,4,NA,3,2,3,NA,3,4,4,NA,1,2,1,0,0,1,0,0,0,0,0,0,70,6,4,6,1,2,1,1,1,3,3,5,1,1,2,2,23,0,0,0,0,1,6,0,2,1,2
2588,2703,4,no answer,indeterminate unwilling,4,none,XX,NA,0.4,0.85,0.35,3/29/11 16:35,3/29/11 16:51,15,1,5,8,2,1,NA,NA,NA,NA,0,1,2,3,0,1,2,1,4,5,NA,3,1,0,5,3,2,1,4,NA,0,1,1,3,5,2,NA,4,2,1,1,2,1,2,2,1,1,2,3,4,5,5,4,2,1,1,1,2,3,2,3,3,1,1,1,2,3,3,3,2,4,2,NA,NA,NA,NA,2,2,2,1,4,3,2,2,2,2,2,2,2,2,2,2,2,2,4,4,2,4,none,2,1,1,4,no answer,3,4,4,4,3,3,4,4,3,4,4,-1,4,4,NA,4,3,4,4,4,4,4,NA,4,3,4,4,4,4,4,NA,4,3,4,NA,4,4,4,NA,4,2,2,1,0,0,0,0,0,0,0,0,54,4,3,11,3,2,1,0,3,1,4,1,1,3,5,1,58,0,0,0,1,2,1,1,2,1,4
2589,2704,2,If it helped solve a crime.,need more information,3,Don't trust what will be done to it.,mistrust,NA,0.76,1.37,1.37,3/29/11 16:40,3/29/11 16:48,8,1,2,4,1,2,NA,NA,NA,NA,1,2,3,1,1,0,5,3,2,1,4,NA,0,1,1,3,5,2,NA,4,0,1,1,4,3,5,NA,2,1,2,2,1,2,1,1,2,5,1,2,3,4,4,4,2,2,2,1,2,2,2,2,3,2,2,1,2,2,2,3,3,3,2,NA,NA,NA,NA,4,3,3,1,4,4,2,3,2,2,3,2,3,3,2,3,1,1,3,2,1,3,Don't trust what will be done to it.,3,2,2,2,If it helped solve a crime.,2,3,3,4,1,1,4,4,2,2,3,4,4,4,3,NA,2,3,3,3,4,4,3,NA,2,3,3,3,4,4,3,NA,2,3,NA,3,4,4,3,NA,2,1,0,1,0,0,0,0,0,0,0,22,1,1,11,3,4,2,0,5,1,19,5,1,1,2,1,21,0,0,0,1,4,1,1,6,1,4
2590,2705,1,no,indeterminate willing,1,no,XX,NA,0.14,0.3,0.12,3/29/11 16:41,3/29/11 17:22,40,1,5,8,1,2,NA,NA,NA,NA,1,3,1,2,0,1,1,3,5,2,NA,4,0,1,1,4,3,5,NA,2,1,0,1,2,3,4,5,NA,2,1,1,2,1,2,2,1,5,1,2,3,4,1,1,2,2,2,1,2,2,3,2,3,2,2,1,2,2,3,3,3,2,2,NA,NA,NA,NA,3,3,3,3,3,4,2,2,2,2,1,1,2,1,2,2,2,2,3,2,2,1,no,2,2,2,1,no,1,2,2,2,1,2,2,3,1,1,1,1,2,-1,1,NA,1,1,1,2,2,3,1,NA,1,1,1,1,2,3,1,NA,1,1,NA,1,2,3,1,NA,2,2,0,1,1,1,0,0,0,0,0,84,7,4,12,4,2,1,1,2,1,11,3,1,3,7,2,72,0,0,0,0,2,5,1,2,1,4
2591,2706,1,NA,"NA",1,NA,"NA",NA,0.15,2.06,0.13,3/29/11 16:45,3/29/11 17:11,25,1,5,8,2,1,NA,NA,NA,NA,1,1,2,3,0,1,1,4,3,5,NA,2,1,0,1,2,3,4,5,NA,0,1,5,3,2,1,NA,4,1,2,2,1,2,1,1,2,4,5,1,2,3,5,4,2,1,1,1,2,3,3,3,3,1,2,2,2,3,3,3,3,4,2,NA,NA,NA,NA,3,1,1,3,4,1,1,1,4,4,2,2,4,2,2,3,1,1,4,4,1,1,NA,-1,1,1,1,NA,2,4,4,4,4,4,4,4,2,3,3,3,4,4,3,NA,2,2,2,4,4,4,3,NA,2,2,3,3,4,4,3,NA,2,3,NA,2,4,4,3,NA,2,1,0,1,1,0,0,0,0,0,0,60,5,4,6,1,5,2,1,3,1,6,1,1,3,7,1,73,0,0,1,0,2,4,1,6,1,4
2592,2707,1,I would not be concerned because I did not commit the crime.  I would be willing to provide a sample so that I could be ruled out as a potential suspect.,interest,4,"Based on the history of research and the African American community, I do not trust the research institution. I am not sure where the DNA will end up in the future.",mistrust,NA,0.58,1.24,0.5,3/29/11 16:47,3/29/11 17:08,21,1,5,8,2,1,NA,NA,NA,NA,0,2,3,1,1,0,1,2,3,4,5,NA,0,1,5,3,2,1,NA,4,0,1,5,4,1,2,NA,3,2,1,1,2,1,2,2,1,4,5,1,2,3,3,3,2,1,1,1,2,2,1,2,3,1,2,1,2,2,-1,3,3,4,2,NA,NA,NA,NA,4,3,1,3,4,4,1,2,2,2,2,2,2,3,1,3,1,1,4,2,1,4,"Based on the history of research and the African American community, I do not trust the research institution. I am not sure where the DNA will end up in the future.",3,2,1,1,I would not be concerned because I did not commit the crime.  I would be willing to provide a sample so that I could be ruled out as a potential suspect.,1,2,2,2,2,2,2,1,2,3,3,3,1,1,NA,3,2,4,3,3,1,1,NA,3,2,4,4,3,1,1,NA,3,2,4,NA,4,1,1,NA,3,2,2,0,0,1,0,0,0,0,0,0,37,3,2,13,4,2,2,1,1,2,17,5,1,3,5,1,52,0,0,0,0,1,1,1,2,1,6
2593,2708,2,If I was accused of a crime I know It would clear me.I would have nothing to hide.,interest,4,I don't wish to be anybodys guinypig and I think it's an invasion of privacy.,privacy,interest,0.36,4.74,0.31,3/29/11 16:55,3/29/11 17:51,55,1,5,8,2,1,NA,NA,NA,NA,0,3,1,2,0,1,5,3,2,1,NA,4,0,1,5,4,1,2,NA,3,1,0,5,3,1,2,4,NA,1,2,2,1,2,1,1,2,3,4,5,1,2,5,3,2,1,1,1,2,1,3,3,3,1,3,1,3,3,3,3,3,4,2,NA,NA,NA,NA,3,3,4,1,4,4,3,3,3,3,2,2,4,3,2,4,1,1,4,4,1,4,I don't wish to be anybodys guinypig and I think it's an invasion of privacy.,2,1,2,2,If I was accused of a crime I know It would clear me.I would have nothing to hide.,3,3,4,3,4,2,2,2,1,1,2,3,2,3,NA,3,1,1,2,3,2,3,NA,3,2,1,2,-1,2,1,NA,3,1,1,NA,1,3,3,NA,3,2,1,0,1,1,1,1,0,0,0,0,71,6,4,7,1,5,2,1,2,1,5,1,0,3,6,1,62,0,0,0,0,2,5,0,6,1,7
2594,2709,2,NA,"NA",2,NA,"NA",NA,2.79,5.17,2.43,3/29/11 17:02,3/29/11 17:10,8,1,5,8,2,1,NA,NA,NA,NA,0,1,2,3,0,1,5,4,1,2,NA,3,1,0,5,3,1,2,4,NA,1,0,3,1,4,2,5,NA,2,1,1,2,1,2,2,1,2,3,4,5,1,4,4,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,3,2,NA,NA,NA,NA,3,3,3,3,3,3,3,2,2,2,3,2,3,2,2,2,2,3,3,2,3,2,NA,2,3,3,2,NA,2,3,3,3,2,3,2,3,2,3,2,3,2,2,NA,2,2,3,2,2,2,2,NA,2,2,2,3,2,2,2,NA,2,2,3,NA,3,2,3,NA,2,2,2,0,0,0,0,1,0,0,0,0,81,7,4,9,2,3,1,1,3,3,1,1,1,1,2,2,21,0,0,0,0,3,5,1,4,1,3
2595,2710,2,dna never changes. good to have on file for future affenders.,trust,2,I have nothing to hide.,privacy,NA,0.33,4.46,0.29,3/29/11 17:17,3/29/11 17:31,13,1,5,8,1,2,NA,NA,NA,NA,1,2,3,1,1,0,5,3,1,2,4,NA,1,0,3,1,4,2,5,NA,0,1,3,2,5,1,NA,4,1,2,2,1,2,1,1,2,1,2,3,4,5,3,2,2,1,1,1,-1,2,2,2,3,1,1,1,1,2,2,2,3,2,2,NA,NA,NA,NA,4,6,4,1,3,1,2,4,2,4,4,2,2,2,2,3,3,3,4,3,3,2,I have nothing to hide.,2,2,3,2,dna never changes. good to have on file for future affenders.,3,1,2,3,1,4,3,3,2,2,2,2,3,3,4,NA,1,2,2,2,3,3,4,NA,1,2,2,2,3,3,4,NA,2,2,NA,2,3,3,4,NA,2,1,0,1,1,0,0,0,0,0,0,29,2,1,8,1,5,2,1,4,3,10,1,1,3,5,2,59,0,1,1,0,2,7,1,6,1,2
2596,2711,1,Results would be definitive as to innocence or guilt.,trust,1,"To further scientific knowledge-Being adopted, my ""genetic"" history is unknown.",scientific knowledge,NA,0.05,0.63,0.04,3/29/11 17:19,3/29/11 17:42,23,1,5,8,2,1,NA,NA,NA,NA,1,3,1,2,1,0,3,1,4,2,5,NA,0,1,3,2,5,1,NA,4,1,0,4,2,3,1,5,NA,2,1,1,2,1,2,2,1,1,2,3,4,5,3,2,2,1,1,1,1,1,1,1,1,1,2,1,2,2,3,2,2,2,2,NA,NA,NA,NA,2,3,2,1,2,2,1,1,2,2,1,1,2,2,2,2,1,1,2,2,2,1,"To further scientific knowledge-Being adopted, my ""genetic"" history is unknown.",1,1,1,1,Results would be definitive as to innocence or guilt.,1,2,2,2,1,1,2,2,1,1,2,2,3,2,1,NA,1,2,2,2,3,3,1,NA,1,2,2,2,3,3,1,NA,1,1,NA,1,3,3,1,NA,1,1,0,1,1,0,1,1,1,0,0,65,6,4,10,3,5,2,1,2,3,12,6,1,3,5,1,54,0,0,0,0,2,4,1,6,1,4
